T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
13.0,23.0,6.8,1017.8,71.0,1.1,0.4,3.5,310.25
10.3,20.3,2.9,1016.2,62.0,1.3,3.1,13.0,204.375
10.6,20.8,3.4,1016.2,69.0,0.6,0.2,1.9,223.25
11.2,21.6,4.1,1016.7,75.0,0.3,0.7,5.4,248.95833333333331
15.1,23.3,6.8,1017.3,78.0,0.8,2.2,7.6,nan
16.3,18.4,11.3,1015.3,85.0,1.1,2.2,7.6,172.75
14.6,19.7,11.0,1016.6,89.0,0.2,2.4,11.1,146.79166666666666
13.4,20.6,7.9,1015.3,75.0,0.6,4.4,14.8,113.875
14.6,17.7,12.5,1018.8,88.0,1.1,9.1,14.8,227.0
13.0,18.0,9.0,1020.2,83.0,0.8,7.4,11.1,231.25
11.3,17.6,7.0,1020.3,73.0,1.0,6.7,14.8,272.125
12.5,19.8,5.5,1019.0,61.0,1.3,8.1,14.8,228.79166666666663
14.5,22.6,6.7,1015.4,62.0,1.3,6.3,18.3,200.875
17.1,25.6,9.5,1011.0,68.0,1.6,8.5,18.3,214.04166666666663
10.6,17.7,4.8,1014.6,83.0,0.8,3.5,11.1,217.25
9.2,17.7,4.5,1017.8,88.0,0.5,8.7,16.5,212.45833333333331
10.9,18.4,5.4,1017.0,70.0,1.4,7.6,25.9,202.66666666666663
14.6,21.1,9.0,1015.8,65.0,1.6,8.1,14.8,138.79166666666666
15.6,21.1,9.3,1017.2,63.0,1.8,11.1,25.9,153.08333333333334
11.6,21.0,7.0,1016.7,74.0,1.3,5.6,18.3,159.70833333333334
12.6,21.6,4.4,1019.8,59.0,1.4,4.8,14.8,151.875
13.9,22.1,7.9,1019.9,55.0,1.6,10.0,22.2,224.79166666666663
14.7,22.8,8.4,1018.7,52.0,1.4,8.3,22.2,177.625
15.7,23.6,10.6,1017.5,57.0,1.6,3.5,11.1,149.625
13.4,22.0,7.6,1014.5,65.0,1.8,9.1,14.8,161.16666666666666
13.4,20.5,9.1,1014.9,40.0,2.9,9.4,18.3,136.75
11.9,19.3,4.0,1017.1,49.0,2.3,13.1,25.9,50.91666666666666
17.2,26.1,12.6,1012.5,65.0,1.4,5.7,18.3,120.20833333333331
16.8,23.6,11.7,1015.6,64.0,0.8,5.4,16.5,137.125
15.5,21.7,11.3,1015.1,42.0,2.4,7.8,14.8,197.08333333333331
17.3,24.6,10.9,1014.8,49.0,2.3,12.2,25.9,166.375
17.7,25.5,11.4,1011.2,54.0,1.4,7.8,18.3,126.58333333333331
20.2,29.3,11.1,1008.5,58.0,1.4,3.7,14.8,94.91666666666669
16.7,26.6,10.5,1013.3,42.0,2.4,10.6,18.3,133.95833333333334
17.1,23.8,9.7,1012.0,45.0,2.9,15.6,27.8,69.25
18.1,25.0,10.3,1009.4,46.0,1.9,15.9,27.8,79.29166666666667
19.8,29.4,10.6,1007.9,57.0,2.4,3.7,14.8,20.416666666666668
20.2,29.5,12.2,1006.8,52.0,2.4,5.6,14.8,61.125
21.2,29.2,12.4,1006.6,51.0,2.1,11.1,22.2,87.79166666666667
20.9,29.1,13.1,1004.9,49.0,2.6,8.3,22.2,34.916666666666664
19.9,29.0,12.7,1006.1,55.0,1.9,9.4,14.8,47.5
18.6,25.0,11.8,1010.2,50.0,1.9,8.1,18.3,81.29166666666667
20.2,30.2,14.8,1014.9,58.0,2.6,7.8,14.8,56.333333333333336
19.5,27.2,13.1,1015.8,52.0,1.6,11.7,22.2,20.291666666666668
20.8,27.8,14.0,1013.3,50.0,2.4,10.6,18.3,34.458333333333336
28.3,37.0,19.4,1008.5,54.0,1.8,7.0,16.5,83.83333333333333
26.1,34.5,19.2,1008.7,44.0,1.1,10.2,24.1,89.375
19.9,34.5,13.5,1012.1,35.0,1.8,16.7,27.8,65.83333333333333
25.0,33.4,17.3,1010.9,44.0,2.4,11.5,25.9,109.75
26.7,36.2,18.2,1010.0,45.0,1.9,5.6,14.8,42.91666666666666
26.4,36.2,19.2,1011.5,46.0,1.8,5.0,11.1,84.41666666666667
27.9,36.5,18.6,1010.3,49.0,2.4,3.7,9.4,81.20833333333333
28.9,37.6,21.0,1009.9,47.0,2.3,4.3,11.1,52.29166666666666
29.6,38.3,21.4,1010.2,45.0,2.1,3.1,11.1,28.45833333333333
30.9,38.7,24.0,1009.7,45.0,1.9,6.5,18.3,23.666666666666668
29.6,37.6,22.0,1004.8,46.0,1.9,5.7,13.0,75.16666666666667
29.3,36.6,22.1,1005.2,38.0,2.7,8.9,25.9,53.125
30.5,38.5,23.1,1005.1,38.0,2.1,6.5,22.2,76.25
25.3,29.7,23.2,1007.3,53.0,1.9,11.1,33.5,52.625
23.8,29.7,20.4,1009.8,65.0,1.6,3.5,7.6,51.375
24.8,31.3,19.0,1009.6,63.0,1.9,1.9,5.4,45.5
30.4,36.7,21.7,1005.9,41.0,1.9,15.6,48.2,92.91666666666669
30.3,37.5,24.8,1008.4,41.0,1.9,17.6,40.7,80.20833333333333
29.0,34.8,23.6,1008.2,40.0,2.6,16.5,29.4,76.66666666666667
28.8,35.6,21.4,1006.2,45.0,2.3,6.7,18.3,31.83333333333333
25.9,35.6,21.6,1007.5,57.0,1.9,10.2,40.7,47.66666666666666
27.8,34.7,19.8,1005.2,46.0,1.8,11.3,25.9,38.25
28.8,36.0,21.0,1004.0,37.0,2.6,5.7,11.1,56.25
29.1,37.7,20.5,1004.9,32.0,2.6,3.7,14.8,103.41666666666669
29.8,37.6,21.4,1002.9,34.0,2.6,5.7,14.8,76.5
32.8,39.8,24.6,1002.5,38.0,2.4,5.7,14.8,86.375
32.7,40.6,27.2,1003.4,37.0,2.3,13.0,22.2,77.70833333333333
33.6,40.8,28.2,1004.5,35.0,2.6,10.6,22.2,73.41666666666667
31.7,40.3,22.0,1003.0,37.0,2.3,13.9,20.6,55.083333333333336
29.8,37.6,26.4,1002.9,37.0,2.3,16.5,24.1,67.45833333333333
33.1,39.8,26.4,1002.9,29.0,2.1,6.9,25.9,75.04166666666667
34.9,40.8,29.0,1003.3,27.0,1.9,18.5,25.9,61.5
34.2,41.4,25.4,1001.9,33.0,1.9,5.7,14.8,68.91666666666667
34.6,42.3,27.7,1001.1,30.0,2.3,8.5,29.4,42.125
37.2,44.0,27.8,997.3,22.0,1.9,13.9,24.1,63.91666666666666
35.8,44.0,32.5,999.3,28.0,1.9,14.8,33.5,63.66666666666666
35.9,41.6,30.4,999.4,23.0,1.9,17.2,33.5,139.125
39.2,45.4,33.4,994.9,25.0,1.9,16.9,27.8,25.45833333333333
38.4,44.4,34.2,995.6,29.0,1.9,15.0,27.8,20.75
37.4,44.4,33.0,995.3,35.0,1.9,24.3,40.7,40.5
34.3,44.2,29.7,994.7,43.0,1.9,18.7,25.9,70.08333333333333
33.0,38.7,26.9,998.6,43.0,1.9,5.2,16.5,63.0
33.9,39.3,27.0,999.3,39.0,1.9,10.0,16.5,73.83333333333333
35.4,40.6,29.1,997.7,33.0,1.9,14.6,27.8,29.5
37.7,43.2,30.4,997.9,30.0,2.6,12.8,18.3,54.958333333333336
37.1,43.2,31.8,997.6,26.0,2.3,13.0,25.9,77.75
38.2,43.5,31.5,995.7,29.0,1.9,20.7,25.9,82.0
35.2,41.5,28.4,994.0,44.0,1.9,5.4,14.8,32.583333333333336
37.2,42.8,29.7,992.9,29.0,1.9,17.4,48.2,28.375
38.5,43.0,33.6,993.2,30.0,1.9,23.5,37.0,28.125
37.2,42.3,31.2,993.9,32.0,1.9,16.3,29.4,51.04166666666666
35.8,42.3,31.2,994.5,39.0,1.9,16.5,29.4,40.0
35.6,40.6,31.0,996.2,43.0,1.9,14.3,27.8,52.458333333333336
37.8,43.5,31.4,994.1,36.0,1.9,10.7,25.9,37.625
37.1,41.8,32.3,994.6,52.0,2.3,8.9,14.8,34.375
34.5,41.8,31.4,993.2,60.0,1.9,15.0,25.9,71.29166666666667
27.2,30.3,23.2,995.9,87.0,1.6,6.7,11.1,45.66666666666666
30.1,33.9,26.4,997.0,72.0,1.9,5.7,20.6,40.625
30.6,33.9,27.8,998.1,76.0,1.9,3.1,9.4,28.25
29.8,36.2,26.4,997.5,78.0,1.9,7.2,18.3,30.70833333333333
29.9,33.0,25.7,998.0,74.0,1.9,3.3,11.1,10.208333333333334
32.0,37.0,28.0,997.9,65.0,1.9,7.8,18.3,0.0
35.8,40.5,32.2,993.3,49.0,1.9,13.0,29.4,19.416666666666668
33.2,40.5,29.6,997.3,63.0,1.9,9.3,16.5,8.416666666666666
32.1,36.7,28.6,999.8,69.0,1.9,9.8,11.1,20.916666666666668
30.7,38.6,27.9,996.9,74.0,1.9,10.9,14.8,0.0
30.7,33.2,27.7,997.2,77.0,1.9,6.3,11.1,4.833333333333333
30.7,35.3,28.2,996.2,78.0,1.9,5.0,11.1,8.291666666666666
27.3,29.0,25.4,998.1,90.0,1.8,2.8,11.1,19.83333333333333
27.9,29.4,26.6,998.8,90.0,1.1,1.5,7.6,25.791666666666668
31.8,36.9,27.3,995.9,69.0,1.9,8.9,22.2,22.70833333333333
32.2,36.6,28.8,994.6,62.0,1.9,12.6,22.2,27.125
29.4,32.9,27.1,1000.3,82.0,1.9,0.9,7.6,47.41666666666666
28.7,34.6,26.4,999.9,85.0,1.9,6.7,18.3,33.791666666666664
28.8,34.6,26.1,999.2,85.0,1.6,3.7,9.4,54.875
28.2,35.2,26.4,998.9,86.0,1.9,6.7,16.5,41.708333333333336
29.2,33.2,25.9,998.8,83.0,1.9,9.3,16.5,28.75
29.9,33.7,26.7,1000.6,78.0,2.3,6.7,18.3,31.0
30.7,34.5,28.6,1000.1,80.0,1.9,3.1,14.8,14.5
28.8,34.5,27.2,1000.4,90.0,1.9,5.4,9.4,23.916666666666668
27.3,33.3,24.8,1001.1,93.0,1.4,3.9,16.5,26.45833333333333
26.8,29.0,25.5,1003.0,94.0,1.9,4.6,18.3,29.20833333333333
28.5,32.9,25.6,1001.6,86.0,1.6,2.8,11.1,36.5
28.2,34.5,26.0,1000.3,81.0,1.8,3.1,51.9,57.25
29.9,34.5,24.6,1001.4,79.0,1.9,1.9,7.6,44.125
31.2,35.3,26.8,1000.9,74.0,1.9,1.1,9.4,62.25
29.4,35.3,27.0,1002.1,82.0,1.8,5.6,18.3,60.125
30.1,34.9,25.6,1001.4,75.0,2.3,4.8,11.1,54.25
28.9,32.6,26.0,1003.9,77.0,2.3,20.2,27.8,39.208333333333336
28.8,33.6,24.8,1004.4,81.0,1.9,5.6,14.8,38.708333333333336
30.9,35.5,26.2,1004.0,75.0,2.7,0.4,3.5,31.375
29.7,35.8,25.9,1000.9,82.0,1.9,6.3,11.1,94.375
28.2,32.6,26.2,1000.3,87.0,1.9,7.4,11.1,85.75
28.3,34.0,24.8,999.6,84.0,2.1,10.9,18.3,80.66666666666667
28.8,33.1,24.8,1005.2,77.0,1.9,3.1,9.4,39.41666666666666
28.7,32.9,24.6,1005.6,76.0,2.6,7.4,20.6,23.95833333333333
28.4,33.5,23.9,1005.6,73.0,2.6,7.4,18.3,19.916666666666668
28.6,34.4,23.4,1006.7,62.0,2.7,10.0,22.2,50.41666666666666
28.6,34.6,23.6,1009.7,62.0,2.7,8.5,18.3,55.708333333333336
28.2,34.6,23.3,1010.1,67.0,2.6,5.6,14.8,47.083333333333336
28.0,35.1,21.3,1008.4,61.0,2.6,3.7,14.8,69.375
28.3,34.6,22.5,1006.6,60.0,2.6,4.3,14.8,65.375
28.6,35.4,24.0,1004.2,59.0,1.8,4.6,11.1,75.625
26.8,34.1,20.4,1010.8,55.0,2.6,4.6,18.3,97.70833333333331
26.3,34.1,19.6,1009.9,52.0,2.7,6.1,22.2,80.70833333333333
26.1,33.7,19.7,1008.7,53.0,1.9,3.9,11.1,69.25
25.4,35.3,19.7,1010.1,63.0,1.6,2.4,16.5,65.375
27.2,35.5,19.5,1010.5,54.0,2.6,3.0,13.0,84.375
27.1,34.7,21.4,1013.0,51.0,1.6,9.3,27.8,115.875
24.3,32.6,17.5,1013.9,61.0,1.4,2.8,11.1,153.375
24.4,31.0,17.8,1014.9,64.0,1.0,0.7,5.4,162.875
24.9,31.0,18.2,1015.3,61.0,1.1,2.4,9.4,115.70833333333331
21.1,27.8,14.9,1011.8,65.0,1.9,5.0,18.3,49.333333333333336
21.3,29.7,14.2,1014.1,62.0,1.3,1.9,11.1,80.16666666666667
21.4,28.7,15.2,1013.6,71.0,0.6,0.6,3.5,256.9583333333333
21.0,28.8,15.3,1013.0,79.0,0.6,0.9,7.6,185.08333333333331
20.1,28.8,15.9,1012.2,85.0,0.5,1.1,3.5,249.5
21.0,27.8,15.3,1012.0,73.0,0.8,0.7,5.4,269.5833333333333
20.6,29.3,14.0,1011.7,68.0,0.5,0.7,5.4,241.875
20.0,28.1,14.3,1010.8,68.0,1.1,2.8,11.1,176.875
20.6,30.3,12.8,1011.9,62.0,1.4,2.6,13.0,205.0
18.7,26.6,13.4,1016.0,74.0,0.6,0.9,7.6,257.4166666666667
19.0,27.5,13.0,1013.8,70.0,0.6,2.8,11.1,204.75
19.3,26.8,12.8,1015.0,71.0,0.8,2.6,14.8,160.95833333333334
18.7,27.7,12.3,1015.1,64.0,1.0,3.5,16.5,268.1666666666667
19.2,27.1,10.8,1015.7,53.0,1.4,2.0,11.1,278.3333333333333
16.7,26.4,9.6,1015.4,59.0,1.9,2.4,11.1,256.7083333333333
17.0,25.8,10.3,1014.8,63.0,1.4,2.0,9.4,156.375
16.8,25.8,10.5,1015.7,62.0,1.8,6.1,22.2,200.5
16.8,25.5,9.4,1014.5,58.0,1.8,4.4,16.5,267.0416666666667
14.7,23.1,10.0,1015.8,66.0,2.3,4.4,14.8,190.5
14.8,24.5,7.8,1017.3,65.0,1.4,0.9,7.6,236.41666666666663
14.1,23.8,6.8,1017.5,64.0,1.4,4.1,18.3,187.875
17.4,26.1,10.2,1014.1,51.0,1.9,6.9,18.3,288.0833333333333
16.6,26.8,9.3,1013.1,57.0,2.4,3.1,11.1,302.4583333333333
17.0,28.1,9.0,1012.2,64.0,2.3,2.6,11.1,261.25
18.8,25.6,12.5,1013.5,68.0,1.9,2.8,11.1,161.375
17.6,25.6,14.0,1017.8,72.0,2.6,10.4,25.9,157.375
17.8,24.7,12.8,1018.8,73.0,1.3,1.7,9.4,162.875
16.1,24.9,11.3,1015.6,50.0,2.6,14.3,25.9,264.5833333333333
14.2,22.7,9.5,1014.5,61.0,1.8,10.4,25.9,253.29166666666663
13.9,22.8,7.6,1016.2,64.0,1.9,3.9,18.3,338.625
11.2,16.2,7.0,1016.5,86.0,0.5,4.4,7.6,210.875
12.1,18.3,9.0,1016.5,81.0,0.8,4.4,11.1,255.33333333333331
10.8,16.6,8.2,1015.9,86.0,0.6,5.9,11.1,199.91666666666663
9.2,17.0,5.5,1015.3,84.0,0.8,6.1,14.8,nan
7.4,9.8,4.8,1017.6,93.0,0.5,4.3,9.4,219.72083333333333
7.8,12.7,4.4,1018.5,87.0,0.6,4.4,11.1,182.1875
6.7,13.4,2.4,1019.4,82.0,0.6,4.8,11.1,154.03750000000002
8.6,15.5,3.3,1018.7,72.0,0.8,8.1,20.6,223.20833333333331
12.4,20.9,4.4,1017.3,61.0,1.3,8.7,22.2,200.64583333333337
16.0,25.2,10.0,1013.2,79.0,0.6,4.8,11.1,285.225
13.4,21.0,9.2,1015.1,87.0,0.5,1.5,7.6,236.825
14.3,22.6,6.6,1016.3,76.0,0.8,0.4,3.5,276.90833333333336
12.7,18.9,7.3,1021.2,76.0,1.8,6.1,16.5,108.0
11.9,18.9,6.3,1020.1,76.0,1.1,8.3,20.6,107.625
12.2,19.9,6.2,1021.0,69.0,2.1,4.4,18.3,125.89166666666668
13.4,21.1,5.6,1020.0,60.0,1.9,8.0,22.2,181.01250000000005
12.3,21.4,6.4,1019.6,70.0,1.9,6.7,14.8,152.55416666666667
13.7,22.0,7.0,1018.2,63.0,1.8,7.2,18.3,152.32083333333335
14.9,21.9,7.1,1018.3,73.0,0.6,2.0,7.6,319.7375
15.0,24.0,7.6,1017.4,81.0,0.6,2.2,7.6,332.7083333333333
16.3,24.0,12.0,1017.2,80.0,0.8,1.3,9.4,279.6
18.7,26.3,9.5,1015.3,64.0,1.6,1.7,7.6,179.11666666666667
14.6,21.6,9.4,1018.4,72.0,2.7,9.4,18.3,54.79166666666666
14.7,21.7,8.4,1017.1,71.0,1.8,10.9,22.2,93.375
14.8,22.6,8.5,1016.8,67.0,2.1,9.3,18.3,103.0
17.4,25.4,10.3,1015.8,63.0,1.9,6.7,14.8,132.20833333333334
18.1,26.7,10.2,1013.8,61.0,2.6,5.0,11.1,127.70833333333331
18.3,23.2,12.7,1011.2,75.0,1.9,10.0,22.2,109.33333333333331
16.4,22.0,11.2,1015.5,81.0,1.6,5.9,18.3,56.458333333333336
16.9,23.5,10.1,1016.8,80.0,1.3,5.2,22.2,135.83333333333334
19.3,26.9,12.1,1015.6,74.0,1.6,5.9,11.1,122.5
17.2,24.2,10.8,1018.3,74.0,2.6,4.6,14.8,69.66666666666667
17.7,26.5,9.8,1015.3,73.0,1.4,4.8,14.8,79.83333333333333
20.4,28.4,15.2,1014.7,62.0,2.4,5.0,14.8,62.708333333333336
18.2,26.1,12.2,1016.3,54.0,1.9,24.4,33.5,21.20833333333333
19.0,26.8,11.7,1016.3,58.0,2.6,16.7,29.4,1.9166666666666667
18.7,27.8,13.3,1016.2,69.0,2.4,7.4,25.9,1.8333333333333333
22.6,30.6,15.7,1015.4,62.0,2.6,8.1,20.6,105.83333333333331
22.5,31.8,13.7,1014.6,57.0,2.3,5.9,14.8,117.58333333333331
24.0,33.8,13.6,1009.7,53.0,1.9,4.6,18.3,122.70833333333331
23.8,33.0,14.9,1010.4,64.0,1.9,3.9,11.1,111.95833333333331
22.6,33.0,18.1,1013.1,67.0,2.1,11.3,22.2,59.208333333333336
23.0,30.0,14.4,1016.1,55.0,2.7,6.7,14.8,77.20833333333333
24.6,31.7,17.9,1008.5,68.0,2.3,14.1,27.8,98.70833333333331
27.1,34.8,17.7,1009.7,52.0,1.6,6.1,11.1,123.70833333333331
26.1,34.8,17.9,1008.8,54.0,2.6,11.9,18.3,64.79166666666667
23.6,34.3,17.7,1010.4,51.0,2.6,15.9,22.2,52.333333333333336
23.2,29.6,16.7,1008.6,54.0,1.9,13.1,22.2,52.04166666666666
23.8,30.9,16.7,1009.0,52.0,1.6,6.5,13.0,128.33333333333334
24.7,31.5,17.0,1008.6,57.0,2.1,7.6,14.8,0.0
25.6,33.8,17.9,1008.7,47.0,2.1,4.4,13.0,23.20833333333333
25.7,36.0,17.8,1009.0,50.0,1.8,9.3,14.8,15.166666666666666
25.1,36.0,18.3,1009.5,56.0,2.7,9.1,18.3,21.25
29.5,37.0,18.5,1005.2,30.0,1.9,10.6,22.2,81.83333333333333
29.2,37.5,20.0,1006.1,38.0,2.6,5.9,14.8,105.33333333333331
31.1,37.8,21.7,1005.6,34.0,1.8,8.1,27.8,117.75
29.8,36.6,21.4,1007.8,37.0,1.9,8.1,18.3,84.5
28.2,36.6,21.9,1007.1,45.0,1.9,6.5,16.5,46.91666666666666
28.3,36.4,20.1,1004.0,47.0,1.9,6.3,14.8,104.625
29.3,37.9,20.3,1002.9,35.0,2.3,4.4,11.1,110.875
30.5,38.6,20.7,1003.4,36.0,1.9,7.6,14.8,42.958333333333336
28.0,38.6,23.8,1007.3,48.0,2.3,15.6,25.9,0.0
31.1,38.5,23.2,1007.7,45.0,1.9,3.7,7.6,120.875
29.9,38.5,24.3,1008.3,53.0,1.9,6.7,22.2,79.91666666666667
31.4,37.8,22.0,1006.9,38.0,2.3,13.7,22.2,0.0
31.4,39.2,22.8,1002.9,24.0,1.9,11.5,25.9,94.75
29.9,38.8,21.7,1000.8,29.0,1.9,12.0,24.1,142.5
29.7,38.3,21.6,999.3,35.0,1.9,10.2,22.2,133.375
32.8,40.8,25.3,1002.0,36.0,1.8,7.2,24.1,147.83333333333334
34.1,42.0,23.7,1001.4,29.0,1.9,9.3,18.3,158.29166666666666
34.1,42.0,26.8,1000.8,32.0,1.9,7.8,14.8,149.58333333333334
30.9,37.6,23.2,1003.7,44.0,1.9,3.5,11.1,101.5
32.9,39.8,24.7,1001.0,38.0,1.9,5.6,13.0,106.5
30.6,37.4,24.8,1000.8,47.0,1.9,2.2,7.6,128.125
36.2,44.6,25.9,999.2,29.0,1.9,15.0,27.8,101.95833333333331
36.2,44.6,29.2,999.1,32.0,1.9,10.6,18.3,98.41666666666669
36.8,45.1,28.0,999.1,26.0,1.9,12.0,25.9,94.375
37.7,45.0,30.5,998.1,32.0,1.9,10.0,22.2,107.625
36.2,43.6,29.3,998.4,32.0,2.3,8.1,20.6,110.41666666666669
35.6,42.6,30.2,999.3,41.0,1.9,8.1,20.6,95.83333333333331
33.6,40.6,24.8,998.8,47.0,1.9,10.6,18.3,72.25
31.9,40.6,26.7,1002.0,61.0,1.9,13.5,20.6,38.66666666666666
32.4,38.5,26.6,1001.0,63.0,2.3,13.3,22.2,45.375
34.1,40.3,28.8,999.7,59.0,1.9,10.9,16.5,65.16666666666667
34.1,43.2,25.7,997.9,57.0,1.9,7.4,14.8,66.08333333333333
34.2,39.8,29.1,996.7,64.0,1.9,13.7,18.3,77.66666666666667
35.1,40.2,30.2,995.2,52.0,1.9,8.5,14.8,70.25
30.3,39.2,28.8,998.6,75.0,1.9,10.2,22.2,56.29166666666666
30.4,38.6,27.8,997.7,73.0,1.9,8.0,22.2,77.0
29.8,38.6,24.6,997.9,71.0,2.3,12.6,16.5,32.958333333333336
29.7,35.5,24.8,999.0,76.0,1.9,4.3,14.8,80.625
33.0,38.4,25.3,997.6,58.0,1.8,4.8,13.0,90.70833333333331
35.6,41.0,27.3,995.5,49.0,1.9,7.4,18.3,97.29166666666669
31.0,39.4,27.8,999.2,74.0,1.9,11.5,18.3,50.708333333333336
31.2,35.7,27.2,998.4,75.0,1.9,6.3,14.8,40.375
31.2,37.1,27.6,996.8,71.0,1.9,8.1,20.6,49.41666666666666
33.9,39.2,27.8,995.2,62.0,1.9,8.9,14.8,61.875
32.8,37.6,28.4,995.8,67.0,1.9,9.3,18.3,0.0
31.6,37.6,26.9,997.5,76.0,1.9,6.5,11.1,29.666666666666668
31.1,35.0,27.9,1000.1,81.0,1.9,7.2,11.1,49.125
30.3,35.8,27.2,997.5,78.0,1.9,7.6,14.8,43.66666666666666
29.2,35.4,24.6,996.4,81.0,1.8,7.4,14.8,29.83333333333333
31.8,36.7,25.8,998.8,75.0,1.9,8.3,14.8,35.208333333333336
31.1,37.2,28.2,997.5,76.0,1.9,3.9,11.1,37.625
31.7,37.2,26.8,998.3,78.0,1.9,7.8,11.1,41.458333333333336
30.9,35.4,25.8,995.0,77.0,1.9,10.4,18.3,38.583333333333336
26.8,35.4,24.2,999.0,93.0,1.1,6.3,14.8,36.0
29.1,33.8,23.9,996.3,86.0,1.4,2.6,55.4,70.58333333333333
28.5,34.4,26.3,995.5,87.0,1.6,7.0,14.8,33.166666666666664
30.4,35.1,24.8,995.2,77.0,1.9,5.2,14.8,38.25
30.0,35.5,26.2,997.5,83.0,1.9,3.7,11.1,26.58333333333333
29.0,33.7,26.9,996.5,82.0,1.9,9.8,14.8,15.416666666666666
31.1,34.9,25.9,998.2,76.0,1.9,6.7,11.1,41.375
31.8,36.0,27.5,999.6,71.0,1.9,11.7,18.3,25.541666666666668
32.2,36.1,27.4,1000.8,69.0,1.9,9.3,14.8,28.375
28.4,30.6,25.3,1001.8,88.0,1.4,3.1,7.6,50.333333333333336
28.1,30.8,25.8,1000.6,88.0,1.9,8.0,18.3,35.375
27.4,30.8,25.4,1000.8,90.0,1.9,3.1,9.4,31.916666666666668
30.1,34.6,27.2,1000.0,79.0,1.9,10.2,18.3,35.291666666666664
29.7,34.9,26.1,1000.3,79.0,1.9,8.3,18.3,26.83333333333333
27.7,30.7,24.8,1001.8,88.0,1.9,7.2,14.8,21.125
28.4,33.1,26.0,1000.0,86.0,1.9,5.0,18.3,35.708333333333336
27.4,33.5,24.4,999.1,90.0,1.1,5.4,18.3,43.583333333333336
29.2,34.4,24.8,999.0,81.0,2.1,7.8,29.4,46.04166666666666
30.4,36.5,27.8,999.3,82.0,1.4,2.0,7.6,82.875
32.1,36.7,26.8,998.1,74.0,1.9,6.5,14.8,64.91666666666667
32.0,35.5,27.6,999.8,65.0,2.6,16.9,29.4,30.666666666666668
29.1,34.2,25.9,1003.4,76.0,1.9,5.6,9.4,34.416666666666664
30.2,35.6,25.6,1003.6,68.0,3.1,14.8,22.2,33.166666666666664
31.7,35.9,27.0,1003.6,59.0,2.6,14.4,22.2,30.625
31.6,36.3,25.9,1002.7,58.0,2.7,15.4,25.9,30.33333333333333
30.9,35.6,25.0,1004.8,58.0,2.3,6.9,14.8,0.0
29.6,34.2,25.8,1007.3,67.0,1.9,6.3,14.8,0.0
29.3,35.0,24.1,1007.6,70.0,1.9,4.3,11.1,0.0
30.6,36.0,25.8,1007.2,74.0,1.6,2.8,7.6,76.875
31.2,36.4,25.8,1004.4,69.0,1.9,2.0,7.6,83.45833333333333
31.6,36.8,25.9,1001.5,63.0,2.4,3.9,11.1,71.66666666666667
29.9,36.2,23.4,1002.5,66.0,1.9,1.9,7.6,69.70833333333333
28.7,34.1,25.2,1002.9,76.0,1.9,9.6,51.9,62.375
26.3,34.1,24.0,1003.4,87.0,1.9,6.1,11.1,24.875
28.6,35.6,25.3,1005.4,79.0,2.6,5.7,13.0,43.958333333333336
28.6,34.5,24.0,1006.7,81.0,1.9,3.9,9.4,41.5
29.0,34.2,24.3,1005.8,76.0,1.9,7.4,20.6,38.79166666666666
29.1,34.0,23.8,1007.8,72.0,1.9,6.5,13.0,30.33333333333333
28.9,34.9,25.6,1009.5,68.0,2.6,7.6,13.0,26.666666666666668
27.9,33.7,23.2,1008.4,67.0,2.6,10.0,14.8,29.0
29.4,34.5,24.3,1009.1,73.0,1.8,1.3,3.5,61.708333333333336
30.1,34.5,24.8,1010.0,72.0,1.8,1.5,7.6,60.54166666666666
30.1,35.6,24.8,1010.5,72.0,2.1,4.6,11.1,41.583333333333336
27.4,33.1,22.8,1008.0,85.0,1.6,0.4,3.5,80.04166666666667
27.5,32.5,23.0,1007.1,80.0,1.8,6.1,18.3,82.83333333333333
26.6,32.6,21.1,1008.8,76.0,1.6,3.3,11.1,95.25
25.6,33.2,19.5,1011.5,67.0,1.4,3.7,14.8,126.16666666666669
25.0,32.8,17.6,1010.8,69.0,1.4,1.1,5.4,136.70833333333334
24.8,32.3,17.3,1009.7,68.0,1.4,1.5,7.6,160.66666666666666
24.1,30.0,17.5,1011.2,74.0,1.0,1.5,9.4,245.66666666666663
24.3,31.4,18.5,1011.2,72.0,1.1,0.4,3.5,261.6666666666667
23.0,31.0,18.0,1010.6,71.0,0.8,2.6,9.4,272.4166666666667
24.1,30.1,16.7,1014.0,62.0,1.4,3.3,11.1,149.625
23.8,30.5,18.4,1013.5,71.0,1.6,1.3,3.5,99.70833333333331
22.4,28.6,16.3,1014.6,67.0,1.0,5.4,11.1,217.375
20.9,28.1,13.6,1016.0,59.0,0.8,6.3,18.3,309.375
20.1,27.1,14.0,1015.5,78.0,0.6,3.9,11.1,321.5416666666667
18.9,27.1,14.5,1015.2,80.0,0.6,1.3,7.6,278.0
19.1,25.6,12.4,1016.6,79.0,0.8,0.4,3.5,192.33333333333331
17.8,26.2,11.0,1014.3,68.0,1.0,3.0,11.1,224.16666666666663
17.6,25.6,11.2,1015.2,68.0,1.1,3.5,14.8,196.75
17.0,26.6,10.0,1016.5,70.0,1.1,0.9,7.6,221.54166666666663
17.8,26.9,11.4,1015.4,67.0,1.4,7.2,20.6,166.70833333333334
18.2,28.1,10.4,1012.6,61.0,1.8,2.6,11.1,130.70833333333334
